Track ID,Track Name,Album Name,Artist Name(s),Duration (ms),Popularity,Genres,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
6a0G8hYEyxqvEkebVLU5VK,しかばねの踊り,きくおミク3,Kikuo,228339,60,vocaloid,0.7,0.834,6,-4.134,0.0323,0.259,0,0.0545,0.862,134.979,4
2GlV9w8oHSQdiPPk9lxqlp,Fine,Dinosaurchestra,Lemon Demon,279910,59,,0.705,0.806,0,-9.129,0.0405,0.0797,0.000169,0.0545,0.439,134.997,4
1Jo0Zg7XlrA6z0mFTZVdkn,Don't Stop The Music,Good Girl Gone Bad,Rihanna,267080,68,,0.834,0.669,6,-5.582,0.0637,0.0341,0.0000718,0.0535,0.547,122.669,4
1AWQoqb9bSvzTjaLralEkT,Rock Your Body,Justified,Justin Timberlake,267266,75,,0.892,0.714,4,-6.055,0.141,0.201,0.000234,0.0521,0.817,100.972,4
0O45fw2L5vsWpdsOdXwNAR,SexyBack (feat. Timbaland),FutureSex/LoveSounds,"Justin Timberlake,Timbaland",242733,77,,0.967,0.583,7,-5.562,0.0789,0.0584,0,0.0519,0.964,117,4
6CyHiyqSC7P5BAJZdgrQzO,Squidward Nose,Squidward Nose,cupcakKe,189807,53,,0.893,0.84,11,-5.038,0.295,0.305,0,0.0516,0.701,103.95,4
5R8oeZeq8AUiJuz5FIPR9m,Wrong Enemy !?,UNDERTALE Soundtrack,Toby Fox,58392,40,soundtrack,0.796,0.879,9,-10.676,0.105,0.11,0.874,0.0514,0.836,112.004,4
3JTMWdhcJPiegDSe7SvZS3,Cannibal,Cannibal (Expanded Edition),Kesha,194253,64,,0.71,0.68,1,-4.676,0.106,0.0078,0.0165,0.0493,0.571,129.971,4
3Vp4B9KshEPy72bwY0NJks,Tell Ur Girlfriend,After 7,Lay Bankz,124444,64,jersey club,0.867,0.743,7,-4.682,0.251,0.0943,0,0.0491,0.605,135.06,4
1foMv2HQwfQ2vntFf9HFeG,Rhinestone Eyes,Plastic Beach,Gorillaz,200173,71,,0.676,0.703,8,-5.815,0.0302,0.0869,0.000687,0.0463,0.852,92.761,4
1XXimziG1uhM0eDNCZCrUl,Up,Up,Cardi B,156944,61,,0.868,0.795,11,-6.044,0.269,0.0012,0.0193,0.0461,0.819,166,4
4QTqzaot78lDo2gkauEgq5,Sugar Rush - From Wreck-It Ralph/Soundtrack Version,Wreck-It Ralph,AKB48,194826,40,"j-pop,c-pop",0.588,0.867,11,-3.533,0.0331,0.0000394,0.0000273,0.0457,0.79,132.026,4
7fRvtXvJMpGfTLdF0M09a1,Talking In Your Sleep (2023 Remaster),In Heat (2023 Remaster),The Romantics,236625,63,power pop,0.7,0.927,9,-4.981,0.0358,0.0013,0.00124,0.0445,0.972,129.778,4
7txouAZgjqHcIPQQTzojyv,Bergentrückung,UNDERTALE Soundtrack,Toby Fox,21214,12,soundtrack,0.806,0.444,1,-15.026,0.257,0.025,0.805,0.0444,0,113.061,4
2yPoXCs7BSIUrucMdK5PzV,Umbrella,Good Girl Gone Bad,"Rihanna,JAY-Z",275986,68,"hip hop,east coast hip hop,rap",0.585,0.828,1,-4.603,0.124,0.00906,0,0.0426,0.584,174.034,4
5rb9QrpfcKFHM1EUbSIurX,Yeah! (feat. Lil Jon & Ludacris),Confessions (Expanded Edition),"USHER,Lil Jon,Ludacris",250373,80,"r&b,crunk,southern hip hop",0.894,0.791,2,-4.699,0.112,0.0183,0,0.0388,0.583,105.018,4
1uexV2mYuZmLhVz4G5LUZv,Funhouse,Funhouse (Expanded Edition),P!nk,204626,51,,0.792,0.864,11,-3.04,0.0338,0.00503,0.00000164,0.0375,0.832,103.932,4
08KTQSs3ickNki7FFTb6fY,The Cult of Dionysus,Cosmicandy,"The Orion Experience,ORION,Linda XO",187385,61,,0.661,0.836,1,-4.079,0.0297,0.00615,0,0.032,0.799,137.507,4
3lMzT16MjAKKXF7pSZn13B,Tell Ur Girlfriend,Tell Ur Girlfriend,Lay Bankz,124444,67,jersey club,0.866,0.741,7,-4.66,0.245,0.0933,0,0.0297,0.614,135.07,4
61YzdCCBPM5Pc7lIiD5i8C,Bang Bang,Troubadour,"K'NAAN,Adam Levine",186533,68,,0.623,0.901,10,-4.402,0.182,0.0785,0,0.0251,0.896,179.985,4
0LohatbcUXRauoeMlR1jnS,Pound The Alarm,Pink Friday ... Roman Reloaded,Nicki Minaj,205640,57,,0.728,0.858,9,-3.686,0.0609,0.0403,0.00000409,0.0241,0.591,125.055,4
6I0ivNW5YryeC3GQn56NAy,She Keeps Me Up,No Fixed Address,Nickelback,237666,1,"post-grunge,rock",0.766,0.725,9,-4.991,0.0369,0.0107,0.0000801,0.0237,0.741,100.008,4
3fao1RoZVQPtkHY8upjezr,drop pop candy (feat. ギガ),No title-,"Reol,Giga",224962,48,"vocaloid,j-pop,j-rock",0.698,0.942,6,-1.936,0.0537,0.0194,0.000181,0.0114,0.967,129.962,4
,undefined,undefined,undefined,,,,,,,,,,,,,,
